4su_labelling,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Method,Molecule,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
Negative control,SRR8724115,RNA-Seq,301,170035502,PRJNA526921,SAMN11120216,66878859,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517322,GSM3669879,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669879,Negative control,SRP188374
15min 4sU,SRR8724116,RNA-Seq,301,1107139404,PRJNA526921,SAMN11120215,434349538,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517323,GSM3669880,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669880,Jurkat,SRP188374
15min 4sU,SRR8724117,RNA-Seq,301,91290892,PRJNA526921,SAMN11120214,35930714,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517324,GSM3669881,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669881,Jurkat,SRP188374
no 4sU labelling,SRR8724118,RNA-Seq,301,65957227,PRJNA526921,SAMN11120213,25899563,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517325,GSM3669882,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669882,Jurkat,SRP188374
Negative control,SRR8724119,RNA-Seq,301,769433959,PRJNA526921,SAMN11120212,301881021,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517326,GSM3669883,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669883,Negative control,SRP188374
15min 4sU,SRR8724120,RNA-Seq,301,1007013861,PRJNA526921,SAMN11120211,397753046,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517327,GSM3669884,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669884,Jurkat,SRP188374
15min 4sU,SRR8724121,RNA-Seq,301,868611352,PRJNA526921,SAMN11120210,352836128,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517328,GSM3669885,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669885,Jurkat,SRP188374
15min 4sU,SRR8724122,RNA-Seq,301,1026745314,PRJNA526921,SAMN11120209,405998367,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517329,GSM3669886,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669886,Jurkat,SRP188374
15min 4sU,SRR8724123,RNA-Seq,301,1059763509,PRJNA526921,SAMN11120208,417676718,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517330,GSM3669887,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669887,Jurkat,SRP188374
15min 4sU,SRR8724124,RNA-Seq,301,1001416164,PRJNA526921,SAMN11120207,396272619,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517331,GSM3669888,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669888,Jurkat,SRP188374
15min 4sU,SRR8724125,RNA-Seq,301,743826083,PRJNA526921,SAMN11120206,292815732,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517332,GSM3669889,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669889,Jurkat,SRP188374
no 4sU labelling,SRR8724126,RNA-Seq,301,1099202636,PRJNA526921,SAMN11120205,434163785,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517333,GSM3669890,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669890,Jurkat,SRP188374
15min 4sU,SRR8724127,RNA-Seq,301,817877200,PRJNA526921,SAMN11120204,321986454,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517334,GSM3669891,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669891,Jurkat,SRP188374
15min 4sU,SRR8724128,RNA-Seq,301,726444236,PRJNA526921,SAMN11120203,284621664,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517335,GSM3669892,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669892,Jurkat,SRP188374
15min 4sU,SRR8724129,RNA-Seq,301,143675427,PRJNA526921,SAMN11120202,56762963,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517336,GSM3669893,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669893,Jurkat,SRP188374
no 4sU labelling,SRR8724130,RNA-Seq,301,9748186,PRJNA526921,SAMN11120201,4056062,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517337,GSM3669894,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669894,Jurkat,SRP188374
15min 4sU,SRR8724131,RNA-Seq,301,1092876218,PRJNA526921,SAMN11120200,430275856,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517338,GSM3669895,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669895,Jurkat,SRP188374
15min 4sU,SRR8724132,RNA-Seq,301,1054704,PRJNA526921,SAMN11120199,498646,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517339,GSM3669896,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669896,Jurkat,SRP188374
15min 4sU,SRR8724133,RNA-Seq,301,841092728,PRJNA526921,SAMN11120198,342115147,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517340,GSM3669897,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669897,Jurkat,SRP188374
15min 4sU,SRR8724134,RNA-Seq,301,632492203,PRJNA526921,SAMN11120147,249083053,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517341,GSM3669898,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669898,Jurkat,SRP188374
15min 4sU,SRR8724135,RNA-Seq,301,962547131,PRJNA526921,SAMN11120146,379495709,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517342,GSM3669899,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669899,Jurkat,SRP188374
15min 4sU,SRR8724136,RNA-Seq,301,1022965356,PRJNA526921,SAMN11120145,404010155,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517343,GSM3669900,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669900,Jurkat,SRP188374
15min 4sU,SRR8724137,RNA-Seq,301,1006266478,PRJNA526921,SAMN11120144,397081513,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517344,GSM3669901,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669901,Jurkat,SRP188374
no 4sU labelling,SRR8724138,RNA-Seq,301,955448347,PRJNA526921,SAMN11120143,375956493,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517345,GSM3669902,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669902,Jurkat,SRP188374
15min 4sU,SRR8724139,RNA-Seq,301,637247702,PRJNA526921,SAMN11120142,250103950,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517346,GSM3669903,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669903,Jurkat,SRP188374
15min 4sU,SRR8724140,RNA-Seq,301,759836875,PRJNA526921,SAMN11120141,299025582,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517347,GSM3669904,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669904,Jurkat,SRP188374
15min 4sU,SRR8724141,RNA-Seq,301,833301644,PRJNA526921,SAMN11120140,325594947,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517348,GSM3669905,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669905,Jurkat,SRP188374
no 4sU labelling,SRR8724142,RNA-Seq,301,847805931,PRJNA526921,SAMN11120139,335358954,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517349,GSM3669906,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669906,Jurkat,SRP188374
15min 4sU,SRR8724143,RNA-Seq,301,175931791,PRJNA526921,SAMN11120138,69004325,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517350,GSM3669907,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669907,Jurkat,SRP188374
15min 4sU,SRR8724144,RNA-Seq,301,771556912,PRJNA526921,SAMN11120137,304006825,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517351,GSM3669908,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669908,Jurkat,SRP188374
15min 4sU,SRR8724145,RNA-Seq,301,952726705,PRJNA526921,SAMN11120191,373567827,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517352,GSM3669909,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669909,Jurkat,SRP188374
15min 4sU,SRR8724146,RNA-Seq,301,815849664,PRJNA526921,SAMN11120190,323557698,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517353,GSM3669910,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669910,Jurkat,SRP188374
15min 4sU,SRR8724147,RNA-Seq,301,693163870,PRJNA526921,SAMN11120189,273240194,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517354,GSM3669911,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669911,Jurkat,SRP188374
15min 4sU,SRR8724148,RNA-Seq,301,599209128,PRJNA526921,SAMN11120188,236899544,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517355,GSM3669912,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669912,Jurkat,SRP188374
15min 4sU,SRR8724149,RNA-Seq,301,732770654,PRJNA526921,SAMN11120187,287741214,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517356,GSM3669913,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669913,Jurkat,SRP188374
no 4sU labelling,SRR8724150,RNA-Seq,301,402334660,PRJNA526921,SAMN11120186,158670132,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517357,GSM3669914,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669914,Jurkat,SRP188374
15min 4sU,SRR8724151,RNA-Seq,301,630135072,PRJNA526921,SAMN11120185,248193272,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517358,GSM3669915,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669915,Jurkat,SRP188374
15min 4sU,SRR8724152,RNA-Seq,301,748397671,PRJNA526921,SAMN11120184,294718478,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517359,GSM3669916,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669916,Jurkat,SRP188374
15min 4sU,SRR8724153,RNA-Seq,301,833860601,PRJNA526921,SAMN11120183,328091472,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517360,GSM3669917,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669917,Jurkat,SRP188374
no 4sU labelling,SRR8724154,RNA-Seq,301,1019464124,PRJNA526921,SAMN11120182,402167821,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517361,GSM3669918,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669918,Jurkat,SRP188374
15min 4sU,SRR8724155,RNA-Seq,301,976623998,PRJNA526921,SAMN11120181,385669379,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517362,GSM3669919,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669919,Jurkat,SRP188374
15min 4sU,SRR8724156,RNA-Seq,301,861137221,PRJNA526921,SAMN11120180,340574764,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517363,GSM3669920,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669920,Jurkat,SRP188374
15min 4sU,SRR8724157,RNA-Seq,301,19124938,PRJNA526921,SAMN11120179,7502659,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517364,GSM3669921,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669921,Jurkat,SRP188374
15min 4sU,SRR8724158,RNA-Seq,301,745728704,PRJNA526921,SAMN11120178,296360437,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517365,GSM3669922,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669922,Jurkat,SRP188374
15min 4sU,SRR8724159,RNA-Seq,301,809040442,PRJNA526921,SAMN11120177,319826199,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517366,GSM3669923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669923,Jurkat,SRP188374
15min 4sU,SRR8724160,RNA-Seq,301,704112143,PRJNA526921,SAMN11120176,278775863,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517367,GSM3669924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669924,Jurkat,SRP188374
15min 4sU,SRR8724161,RNA-Seq,301,816254509,PRJNA526921,SAMN11120118,320780457,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517368,GSM3669925,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669925,Jurkat,SRP188374
no 4sU labelling,SRR8724162,RNA-Seq,301,848089172,PRJNA526921,SAMN11120117,334566800,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517369,GSM3669926,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669926,Jurkat,SRP188374
15min 4sU,SRR8724163,RNA-Seq,301,750422197,PRJNA526921,SAMN11120116,294264036,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517370,GSM3669927,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669927,Jurkat,SRP188374
15min 4sU,SRR8724164,RNA-Seq,301,813767647,PRJNA526921,SAMN11120175,320175329,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517371,GSM3669928,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669928,Jurkat,SRP188374
15min 4sU,SRR8724165,RNA-Seq,301,889601286,PRJNA526921,SAMN11120174,348168155,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517372,GSM3669929,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669929,Jurkat,SRP188374
no 4sU labelling,SRR8724166,RNA-Seq,301,920471244,PRJNA526921,SAMN11120173,364768936,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517373,GSM3669930,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669930,Jurkat,SRP188374
15min 4sU,SRR8724167,RNA-Seq,301,920033289,PRJNA526921,SAMN11120119,363818984,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517374,GSM3669931,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669931,Jurkat,SRP188374
15min 4sU,SRR8724168,RNA-Seq,301,872537295,PRJNA526921,SAMN11120115,344609319,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517375,GSM3669932,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669932,Jurkat,SRP188374
15min 4sU,SRR8724169,RNA-Seq,301,923981807,PRJNA526921,SAMN11120114,363737220,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517376,GSM3669933,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669933,Jurkat,SRP188374
15min 4sU,SRR8724170,RNA-Seq,301,824665954,PRJNA526921,SAMN11120113,326929837,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517377,GSM3669934,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669934,Jurkat,SRP188374
15min 4sU,SRR8724171,RNA-Seq,301,2213253,PRJNA526921,SAMN11120112,941928,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517378,GSM3669935,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669935,Jurkat,SRP188374
15min 4sU,SRR8724172,RNA-Seq,301,582199317,PRJNA526921,SAMN11120111,231147929,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517379,GSM3669936,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669936,Jurkat,SRP188374
15min 4sU,SRR8724173,RNA-Seq,301,757781346,PRJNA526921,SAMN11120110,297941893,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517380,GSM3669937,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669937,Jurkat,SRP188374
no 4sU labelling,SRR8724174,RNA-Seq,301,936550363,PRJNA526921,SAMN11120109,367252009,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517381,GSM3669938,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669938,Jurkat,SRP188374
15min 4sU,SRR8724175,RNA-Seq,301,696350858,PRJNA526921,SAMN11120108,272166984,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517382,GSM3669939,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669939,Jurkat,SRP188374
15min 4sU,SRR8724176,RNA-Seq,301,861171836,PRJNA526921,SAMN11120107,337366101,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517383,GSM3669940,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669940,Jurkat,SRP188374
15min 4sU,SRR8724177,RNA-Seq,301,545365947,PRJNA526921,SAMN11120106,212588867,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517384,GSM3669941,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669941,Jurkat,SRP188374
no 4sU labelling,SRR8724178,RNA-Seq,301,1029117194,PRJNA526921,SAMN11120163,405474504,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5517385,GSM3669942,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669942,Jurkat,SRP188374
15min 4sU,SRR8724179,RNA-Seq,301,608473908,PRJNA526921,SAMN11120162,237808611,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517386,GSM3669943,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669943,Jurkat,SRP188374
15min 4sU,SRR8724180,RNA-Seq,301,796066740,PRJNA526921,SAMN11120161,313590697,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517387,GSM3669944,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669944,Jurkat,SRP188374
15min 4sU,SRR8724181,RNA-Seq,301,946063769,PRJNA526921,SAMN11120160,369516895,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517388,GSM3669945,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3669945,Jurkat,SRP188374
